序號,TOWNNAME,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,TWD97_lon,TWD97_lat,is_indoor,geometry,mean_elevation,max_slope,std_elevation,river_distance_m,river_distance_category,risk_level,terrain_risk
2338,花蓮縣,花蓮縣萬榮鄉,明利村,1鄰13-3號,121.414808,23.709766,萬榮鄉立幼兒園,明利村,50,"水災,土石流,海嘯",許花麗,03-8751114,是,否,是,292297.5902,2622942.713,TRUE,POINT (292297.59022954106 2622942.7126711207),146.6048213,57.65473175,9.952355569,1190.781472,1000公尺以上,高風險,High
2350,花蓮縣,花蓮縣萬榮鄉,萬榮村,1鄰8號,121.410119,23.714392,萬榮社區活動中心,萬榮村,50,"水災,土石流,海嘯",陳如花,03-8751497,是,否,是,291817.9769,2623453.635,TRUE,POINT (291817.9769208755 2623453.634668064),188.3089643,51.59683228,54.35563873,769.2678369,500-1000公尺之間,高風險,High
2357,花蓮縣,花蓮縣鳳林鎮,森榮里,林森路113-1號,121.3972,23.7176,森榮里辦公處,森榮里,30,水災,董經碩,03-8751926,是,否,否,290499.6798,2623805.172,TRUE,POINT (290499.6797959527 2623805.1716799494),210.2670685,61.39030457,59.57577988,101.6863916,小於500公尺,極高風險,Very High
2384,花蓮縣,花蓮縣鳳林鎮,鳳信里,中正路1段120巷24號,121.4434,23.7297,鳳信社區活動中心,鳳信里,50,"水災,土石流",傅金棟,03-8764212,是,否,否,295206.2561,2625159.091,TRUE,POINT (295206.2560913146 2625159.091149558),118.3727606,7.182109356,2.485095202,1341.590701,1000公尺以上,低風險,Low
2397,花蓮縣,花蓮縣鳳林鎮,鳳智里,中華路2號,121.449348,23.741218,樂活會館,鳳義里、鳳信里、山興里、南平里,150,"水災,震災,土石流",詹芳雅,03-8762771轉191,是,否,否,295808.6582,2626436.561,TRUE,POINT (295808.6581659951 2626436.5609186357),106.326779,6.130014896,2.186743126,1282.878835,1000公尺以上,低風險,Low
2401,花蓮縣,花蓮縣鳳林鎮,鳳智里,中正路2段1號,121.4472,23.7429,鳳林鎮藝文中心,鳳智里、山興里,300,"水災,震災,土石流",巫賢偉,03-8762031#14,是,是,否,295589.0925,2626622.145,TRUE,POINT (295589.0924860327 2626622.1454475936),106.0052325,11.37898922,2.209175511,1030.88718,1000公尺以上,低風險,Low
2403,花蓮縣,花蓮縣鳳林鎮,鳳智里,鳳林鎮光復路8號,121.4488,23.7439,鳳林國中進德堂,鳳智里,350,"水災,震災,土石流",鍾孔麟,03-8762021,是,是,否,295751.8549,2626733.405,TRUE,POINT (295751.85491768294 2626733.404734734),104.4324084,11.37898922,2.194391176,987.0705435,500-1000公尺之間,低風險,Low
2405,花蓮縣,花蓮縣鳳林鎮,鳳智里,光華路124號,121.4518,23.7447,鳳林鎮公所,鳳智里,80,"水災,震災,土石流",蕭文龍,03-8762772,是,否,否,296057.4058,2626822.969,TRUE,POINT (296057.405814852 2626822.9692104594),102.2702398,5.689922333,2.327683269,1064.10243,1000公尺以上,低風險,Low
2410,花蓮縣,花蓮縣鳳林鎮,鳳智里,大同街7-1號,121.451,23.746,"鳳禮,鳳智里活動中心",鳳智里、鳳禮里,60,"水災,土石流",張燕春,03-8763910,是,否,是,295975.3947,2626966.68,TRUE,POINT (295975.39471275907 2626966.680045782),101.6496173,9.516814232,2.317974749,899.9569863,500-1000公尺之間,低風險,Low
2420,花蓮縣,花蓮縣鳳林鎮,鳳義里,鳳林鎮水源路56-2號,121.4393,23.7491,鳳義社區活動中心,鳳義里,50,土石流,傅金棟,03-8763004,是,否,否,294781.6088,2627306.26,TRUE,POINT (294781.6087536604 2627306.2601895286),106.1915746,8.786844254,3.149256573,50.11952845,小於500公尺,高風險,High
2422,花蓮縣,花蓮縣鳳林鎮,鳳仁里,中華路111號,121.452,23.7498,鳳仁社區活動中心,鳳仁里,50,"水災,土石流",劉清盛,03-8763174,是,否,否,296076.0002,2627387.838,TRUE,POINT (296076.00015697815 2627387.837813011),97.90028583,9.516814232,2.44509503,677.1077913,500-1000公尺之間,低風險,Low
2429,花蓮縣,花蓮縣鳳林鎮,鳳仁里,鳳林鎮光復路94號,121.4518,23.7512,鳳仁國小羽球館,鳳仁里,300,"水災,震災,土石流",鍾肇憲,03-8762201,是,是,否,296055.1198,2627542.817,TRUE,POINT (296055.1198463242 2627542.8173054866),96.93248595,9.516814232,2.3499304,535.9704406,500-1000公尺之間,低風險,Low
2433,花蓮縣,花蓮縣鳳林鎮,大榮里,復興路69號,121.4676,23.7523,大榮2村社區活動中心,大榮里,50,"水災,土石流",劉清盛,03-8763419,是,否,否,297665.3473,2627669.843,TRUE,POINT (297665.34732841694 2627669.842857021),87.82752932,3.791913033,1.962690591,1041.706029,1000公尺以上,低風險,Low
2434,花蓮縣,花蓮縣鳳林鎮,大榮里,鳳林鎮大榮3路15號,121.4676,23.7523,大榮1村社區活動中心,大榮里,50,"水災,土石流",劉清盛,03-8763419,是,否,否,297665.3473,2627669.843,TRUE,POINT (297665.34732841694 2627669.842857021),87.82752932,3.791913033,1.962690591,1041.706029,1000公尺以上,低風險,Low
2480,花蓮縣,花蓮縣鳳林鎮,北林里,民和路1號,121.471,23.7672,北林3村社區活動中心,北林里,50,土石流,戴佳明,8761724,是,否,否,298006.4701,2629321.105,TRUE,POINT (298006.4701388893 2629321.1051800423),82.82039366,5.809702396,2.584117328,510.8610503,500-1000公尺之間,低風險,Low
2505,花蓮縣,花蓮縣鳳林鎮,南平里,自強路368-1號,121.4584,23.7817,南平社區活動中心,南平里,50,"水災,土石流",江麗琴,03-8771735,是,否,否,296717.0223,2630922.729,TRUE,POINT (296717.02230858 2630922.7286204346),111.1248011,8.654273987,4.221218682,626.9154603,500-1000公尺之間,低風險,Low
2506,花蓮縣,花蓮縣壽豐鄉,水璉村,水璉二街21號,121.5472,23.7817,水璉活動中心,水璉村,41,"水災,震災,土石流",黃文達,03-8601055,是,否,是,305767.0885,2630954.755,TRUE,POINT (305767.0884772712 2630954.7554167504),126.910102,43.36705017,47.96691307,348.3007496,小於500公尺,極高風險,Very High
2509,花蓮縣,花蓮縣萬榮鄉,見晴村,7鄰89號,121.451955,23.783512,見晴國民小學,見晴村,130,"水災,土石流,海嘯",馬麗琴,03-8771034,是,否,是,296059.5439,2631121.297,TRUE,POINT (296059.54389548796 2631121.296731801),120.8855152,6.203010559,4.010577199,520.9754417,500-1000公尺之間,低風險,Low
2534,花蓮縣,花蓮縣壽豐鄉,米棧村,米棧路二段21號,121.5243,23.7951,米棧活動中心,米棧村,34,"水災,震災,土石流,海嘯",黃明輝,03-8741367,是,否,是,303427.7455,2632429.968,TRUE,POINT (303427.74548216467 2632429.9680689676),146.8289279,51.88279343,76.21295049,533.6444757,500-1000公尺之間,高風險,High
2561,花蓮縣,花蓮縣鳳林鎮,林榮里,永康路54號,121.45,23.8035,林榮社區活動中心,林榮里,50,"水災,土石流",江麗琴,03-8771014,是,否,否,295853.2893,2633334.265,TRUE,POINT (295853.28934032726 2633334.2651454727),154.0361131,12.71149254,4.160028786,673.9183964,500-1000公尺之間,低風險,Low
2598,花蓮縣,花蓮縣壽豐鄉,溪口村,溪口路103巷2號,121.4734,23.8195,溪口活動中心,溪口村,50,"水災,震災,土石流,海嘯",黃素珠,03-8652809,是,否,是,298231.7854,2635113.972,TRUE,POINT (298231.78536111664 2635113.9720287193),112.1919776,45.41263962,12.20091315,796.1196698,500-1000公尺之間,高風險,High
2619,花蓮縣,花蓮縣壽豐鄉,豐坪村,豐坪路2段73號,121.5096,23.8351,豐坪活動中心,豐坪村,32,"水災,震災,土石流,海嘯",曾振倫,03-8652803,是,否,是,301913.8343,2636854.413,TRUE,POINT (301913.83432855364 2636854.4129382023),51.10397354,4.432873249,2.946841392,1383.923511,1000公尺以上,低風險,Low
2629,花蓮縣,花蓮縣壽豐鄉,樹湖村,大樹腳59號,121.4692,23.8407,樹湖活動中心,樹湖村,38,"水災,震災,土石流,海嘯",黃素珠,03-8652810,是,否,是,297796.0987,2637460.391,TRUE,POINT (297796.098682604 2637460.3914034083),152.6836308,40.16322327,53.56447943,41.63588663,小於500公尺,極高風險,Very High
2639,花蓮縣,花蓮縣壽豐鄉,豐山村,中山路41號,121.4918,23.8464,豐山國小,豐山村,50,"水災,震災,土石流,海嘯",林忠宏,03-8651640,是,否,是,300096.1448,2638099.457,TRUE,POINT (300096.14484753564 2638099.457126402),54.04318368,6.977340698,2.815472076,842.3416434,500-1000公尺之間,低風險,Low
2643,花蓮縣,花蓮縣壽豐鄉,豐山村,中山路127巷15號,121.4936,23.8478,豐山活動中心,豐山村,47,"水災,震災,土石流,海嘯",陳春盛,03-8652801,是,否,是,300278.961,2638255.141,TRUE,POINT (300278.9609875577 2638255.1414064784),51.63944414,6.977340698,2.610187599,1001.623303,1000公尺以上,低風險,Low
2660,花蓮縣,花蓮縣萬榮鄉,西林村,8鄰134號,121.342737,23.855288,西林社區活動中心,西林村,100,"水災,土石流,海嘯",郭瑪利,03-8771524,是,否,是,284909.6339,2639039.063,TRUE,POINT (284909.63392717805 2639039.063120372),1150.632225,76.22686005,224.6353222,2045.522719,1000公尺以上,高風險,High
2668,花蓮縣,花蓮縣萬榮鄉,西林村,7鄰103號,121.3593,23.8576,西林天主堂,西林村,100,"水災,土石流,海嘯",郭瑪利,03-8771524,是,否,是,286596.0311,2639299.289,TRUE,POINT (286596.0310976193 2639299.28919222),924.8227134,79.40110779,220.9832808,537.2669013,500-1000公尺之間,高風險,High
2688,花蓮縣,花蓮縣壽豐鄉,月眉村,月眉路3段24號,121.556384,23.867967,月眉國小,壽豐鄉月眉村,50,"水災,震災,土石流,海嘯",劉康盛,03-8631011,是,否,是,306665.6052,2640512.302,TRUE,POINT (306665.6051548732 2640512.302322019),48.37176437,33.33142471,11.94541568,112.9925179,小於500公尺,極高風險,Very High
2689,花蓮縣,花蓮縣壽豐鄉,米棧村,米棧路一段53號,121.5564,23.8681,月眉國小-米棧分校,米棧村,45,"水災,震災,土石流,海嘯",鍾萬仁,03-8741270,是,否,是,306667.1768,2640527.038,TRUE,POINT (306667.17684902204 2640527.0383128384),47.86420567,33.33142471,11.55558062,125.8377678,小於500公尺,極高風險,Very High
2691,花蓮縣,花蓮縣壽豐鄉,壽豐村,壽豐路1段97號,121.5099,23.8691,壽豐活動中心,壽豐村,13,"水災,震災,土石流,海嘯",劉鳳珠,03-8652805,是,否,是,301930.8453,2640619.954,TRUE,POINT (301930.8452708387 2640619.9542957125),34.76458031,25.22816658,1.777612713,147.506997,小於500公尺,高風險,High
2693,花蓮縣,花蓮縣壽豐鄉,共和村,農墾2街38號,121.5308,23.8693,共和活動中心,共和村,31,"水災,震災,土石流,海嘯",劉鳳珠,03-8652804,是,否,是,304059.3664,2640649.927,TRUE,POINT (304059.3664325277 2640649.926712356),30.59528901,12.66097355,1.745620569,425.9362488,小於500公尺,高風險,High
2697,花蓮縣,花蓮縣壽豐鄉,壽豐村,壽山路26號,121.5091,23.8704,壽豐鄉公所,壽豐鄉各村,50,"水災,震災,土石流,海嘯",李昌貴,03-8654110,否,是,是,301848.85,2640763.634,TRUE,POINT (301848.8500125954 2640763.633800793),34.9427616,32.05309296,2.828423032,190.0153377,小於500公尺,極高風險,Very High
2698,花蓮縣,花蓮縣壽豐鄉,壽豐村,公園路30號,121.5091,23.8704,文化中心,壽豐村,50,"水災,震災,土石流,海嘯",陳自強,03-8652131-122,是,否,是,301848.85,2640763.634,TRUE,POINT (301848.8500125954 2640763.633800793),34.9427616,32.05309296,2.828423032,190.0153377,小於500公尺,極高風險,Very High
2701,花蓮縣,花蓮縣壽豐鄉,鹽寮村,鹽寮165號,121.59829,23.871385,鹽寮活動中心,鹽寮村,15,"水災,震災,土石流",黃文達,03-8671123,是,否,是,310932.0745,2640908.246,TRUE,POINT (310932.0744908913 2640908.246113369),64.30443857,89.95053864,58.81405362,869.7232871,500-1000公尺之間,高風險,High
2722,花蓮縣,花蓮縣壽豐鄉,光榮村,光榮1街26之1號,121.5143,23.8817,光榮活動中心,光榮村,39,"水災,震災,土石流,海嘯",沈佩儀,03-8652806,是,否,是,302373.9022,2642017.005,TRUE,POINT (302373.90217500215 2642017.0045123184),44.32913821,32.66238785,7.442481723,288.2898499,小於500公尺,極高風險,Very High
2727,花蓮縣,花蓮縣壽豐鄉,平和村,平和路32號,121.5197,23.8837,平和活動中心,平和村,49,"水災,震災,土石流,海嘯",陳美珠,03-8661801,是,否,是,302923.0096,2642240.511,TRUE,POINT (302923.00959655177 2642240.5105561838),45.57532653,38.66518402,7.082568446,257.842192,小於500公尺,極高風險,Very High
2792,花蓮縣,花蓮縣壽豐鄉,月眉村,月眉路三段108號,121.554,23.8996,月眉活動中心,月眉村,53,"水災,震災,土石流,海嘯",黃明輝,03-8631116,是,否,是,306409.0832,2644014.673,TRUE,POINT (306409.0831830125 2644014.6725255945),33.85117859,16.63510323,2.534277759,848.3360661,500-1000公尺之間,中風險,Medium
2804,花蓮縣,花蓮縣壽豐鄉,志學村,中正路120巷13號,121.5322,23.9053,志學活動中心,志學村,40,"水災,震災,土石流,海嘯",徐琬玲,03-8661800,是,否,是,304186.9556,2644637.417,TRUE,POINT (304186.95561039296 2644637.4170299126),46.37683677,8.895546913,2.512277041,818.486493,500-1000公尺之間,中風險,Medium
2848,花蓮縣,花蓮縣壽豐鄉,池南村,池南路2段17號,121.506,23.9197,池南活動中心,池南村,53,"水災,震災,土石流,海嘯",沈佩儀,03-8641008,是,否,是,301513.5956,2646222.406,TRUE,POINT (301513.5956254703 2646222.405616564),165.8107394,45.40879059,43.28280698,97.6647426,小於500公尺,極高風險,Very High
2876,花蓮縣,花蓮縣吉安鄉,光華村,光華二街200號,121.578,23.934,光華活動中心,光華村,37,"水災,震災,土石流",葉光南,8422057,是,否,是,308837.2712,2647834.245,TRUE,POINT (308837.2711679498 2647834.244689227),32.88485466,6.462984085,2.962567805,1587.305574,1000公尺以上,低風險,Low
2902,花蓮縣,花蓮縣吉安鄉,干城村,干城一街97巷1號,121.545,23.9474,干城活動中心,干城村,35,"水災,震災,土石流",林世昌,8526086,是,否,是,305472.2508,2649304.934,TRUE,POINT (305472.2508451945 2649304.934271758),75.86982152,10.94109631,3.435573785,1097.689093,1000公尺以上,低風險,Low
2903,花蓮縣,花蓮縣秀林鄉,文蘭村,6鄰79號,121.5068,23.9479,文蘭活動中心,重光、米亞丸社區,100,"水災,震災,土石流,海嘯",杜明輝,955079056,是,否,是,301583.8342,2649345.823,TRUE,POINT (301583.83422271855 2649345.822536975),146.485949,53.10033798,40.07482948,229.3647287,小於500公尺,極高風險,Very High
2912,花蓮縣,花蓮縣吉安鄉,仁安村,南海三街71號,121.5968,23.9517,仁安活動中心,仁安村,63,"水災,震災,土石流",蔡文隆,8422948,是,否,是,310742.7688,2649802.486,TRUE,POINT (310742.7687566141 2649802.4862442478),11.67389796,5.308277607,2.481125875,1402.77276,1000公尺以上,低風險,Low
2916,花蓮縣,花蓮縣吉安鄉,南華村,南華四街123號,121.5513,23.9527,南華活動中心,南華村,63,"水災,震災,土石流",蕭萬生,8534573,是,否,是,306111.2102,2649894.399,TRUE,POINT (306111.21022598166 2649894.398864183),66.20875505,5.041212559,3.537205118,1921.40888,1000公尺以上,低風險,Low
2921,花蓮縣,花蓮縣吉安鄉,稻香村,慶豐路79號,121.5757,23.9548,稻香活動中心,稻香村,40,"水災,震災,土石流",鄧桂英,8533083,是,否,是,308593.744,2650136.891,TRUE,POINT (308593.7440496553 2650136.890782302),34.47164709,4.40107584,2.989640707,1955.786932,1000公尺以上,低風險,Low
2922,花蓮縣,花蓮縣吉安鄉,永興村,永興七街86號,121.5683,23.955,永興活動中心,永興村,53,"水災,震災,土石流",陳源忠,8526058,是,否,是,307840.4789,2650155.988,TRUE,POINT (307840.47894341487 2650155.9878119626),43.37071901,5.237388611,3.11304382,2418.029164,1000公尺以上,低風險,Low
2923,花蓮縣,花蓮縣吉安鄉,仁和村,南海三街314號,121.5876,23.9563,仁和活動中心,仁和村,101,"水災,震災,土石流",賴明章,8523002,是,否,是,309804.2419,2650308.009,TRUE,POINT (309804.2419321524 2650308.008831569),20.85805101,5.95402956,2.629470663,1489.483283,1000公尺以上,低風險,Low
2950,花蓮縣,花蓮縣秀林鄉,銅門村,9鄰53號,121.4944,23.965,銅門收容所,銅門村,70,"水災,土石流",何文忠,03-8641057,是,否,是,300315.063,2651235.159,TRUE,POINT (300315.06295355764 2651235.1593152615),179.4149364,65.69160461,50.59950489,190.7140849,小於500公尺,極高風險,Very High
2953,花蓮縣,花蓮縣吉安鄉,東昌村,東海六街74號,121.5953,23.9658,東昌活動中心,東昌村,47,"水災,震災,土石流",魏錦添,8528607,是,否,是,310583.5051,2651363.425,TRUE,POINT (310583.505101579 2651363.4246426006),12.79196528,11.09190178,2.385877748,182.3483032,小於500公尺,高風險,High
2961,花蓮縣,花蓮縣吉安鄉,仁里村,仁里五街1號,121.5925,23.9684,仁里活動中心,仁里村,90,水災,楊昇達,8514057,是,否,是,310297.3334,2651650.177,TRUE,POINT (310297.33342560515 2651650.176526008),15.26342024,11.90905952,2.332045353,159.5366848,小於500公尺,高風險,High
2964,花蓮縣,花蓮縣花蓮市,主農里,中順街77號,121.5968,23.9688,主農社區活動中心,主農、主安里,50,"水災,土石流,海嘯",劉冠宏,03-8350088,是,否,是,310734.7575,2651696.322,TRUE,POINT (310734.7575056046 2651696.321916432),11.78820408,11.09190178,2.085291603,159.5600658,小於500公尺,高風險,High
2965,花蓮縣,花蓮縣吉安鄉,福興村,福德街1號,121.5624,23.9689,福興活動中心,福興村,106,"水災,震災,土石流",黃朝彬,8526216,是,否,是,307233.8382,2651693.01,TRUE,POINT (307233.8381564572 2651693.0096503943),42.00292113,3.981531382,2.737426966,1732.087724,1000公尺以上,低風險,Low
2970,花蓮縣,花蓮縣吉安鄉,南昌村,文化七街64號,121.5797,23.9704,南昌活動中心,南昌村,72,"震災,土石流,海嘯",陳振興,8521081,是,否,是,308993.7667,2651866.264,TRUE,POINT (308993.76670438534 2651866.264188817),25.80308396,4.222007275,2.236406836,608.2484557,500-1000公尺之間,中風險,Medium
2973,花蓮縣,花蓮縣花蓮市,主學里,中正路210號,121.5997,23.9717,中正國小,主農、主安、主力、主學、主權、主和等里,187,"水災,土石流,海嘯",陳世文,03-8322819,是,否,否,311028.5243,2652018.751,TRUE,POINT (311028.5243144549 2652018.7511699945),10.05361083,5.644842148,2.063309002,595.5833804,500-1000公尺之間,中風險,Medium
2974,花蓮縣,花蓮縣花蓮市,主權里,中原路531號,121.5964,23.9718,中原國小文中三國中預定地,主農、主安、主力、主學、主權、主和等里,85,"水災,土石流,海嘯",陳雅琪,03-8333547,是,否,否,310692.6445,2652028.402,TRUE,POINT (310692.6444747213 2652028.4020009553),12.50092019,11.26964378,1.899358476,377.3236111,小於500公尺,高風險,High
2981,花蓮縣,花蓮縣吉安鄉,吉安村,吉安路二段97號,121.5628,23.9734,吉安國小,吉安村,223,"水災,震災,土石流",廖必偉,8523984,是,否,是,307272.5569,2652191.549,TRUE,POINT (307272.5569393298 2652191.5485270284),38.51835791,6.231012344,2.522568527,1282.287075,1000公尺以上,低風險,Low
2982,花蓮縣,花蓮縣花蓮市,主睦里,成功街169號,121.6058,23.9734,花蓮城隍廟香客大樓,花蓮市各里,100,"水災,土石流,海嘯",孫吉造,03-8222854,是,否,否,311648.498,2652209.681,TRUE,POINT (311648.498043181 2652209.6811313992),5.557756347,5.158232212,1.646478734,691.0965616,500-1000公尺之間,中風險,Medium
2984,花蓮縣,花蓮縣吉安鄉,吉安村,中興路355巷7號,121.5643,23.9736,吉安活動中心,吉安村,32,"震災,土石流,海嘯",溫金勝,8535282,是,否,是,307425.117,2652214.309,TRUE,POINT (307425.11702983244 2652214.3086705855),37.26752668,6.231012344,2.486136158,1185.756019,1000公尺以上,低風險,Low
2986,花蓮縣,花蓮縣吉安鄉,吉安村,中山路三段99巷18號,121.5742,23.974,五穀宮,全鄉,70,"水災,震災,土石流",林俊德,8521334,是,否,是,308432.4174,2652262.676,TRUE,POINT (308432.4173806327 2652262.676074288),29.42872382,9.105493546,2.159268919,632.0689805,500-1000公尺之間,中風險,Medium
2989,花蓮縣,花蓮縣吉安鄉,勝安村,慈惠一街30號,121.5869,23.9754,勝安活動中心,勝安村,38,"水災,震災,土石流",陳昌周,8522377,是,否,是,309724.1945,2652423.048,TRUE,POINT (309724.1945355974 2652423.0482181767),19.81721062,9.941205025,1.962432492,26.71148614,小於500公尺,高風險,High
2990,花蓮縣,花蓮縣吉安鄉,宜昌村,吉祥六街52巷9號,121.5832,23.9756,宜昌活動中心,宜昌村,49,"震災,土石流,海嘯",范來新,8535389,是,否,是,309347.5742,2652443.636,TRUE,POINT (309347.57423530205 2652443.636001287),22.58431852,11.52906895,2.034534714,88.43600322,小於500公尺,高風險,High
2991,花蓮縣,花蓮縣花蓮市,主力里,中華路298號,121.5986,23.9756,忠孝國小,主力、主學等里,47,"水災,土石流,海嘯",程立,03-8351218,是,否,否,310914.7464,2652450.204,TRUE,POINT (310914.7463592211 2652450.2038227036),10.9969521,5.381811142,1.902032633,838.7313401,500-1000公尺之間,中風險,Medium
2992,花蓮縣,花蓮縣花蓮市,主權里,中原路666號,121.5938,23.9757,主權社區活動中心,主權里,72,"水災,土石流,海嘯",徐淑憶,03-8333749,是,否,是,310426.2302,2652459.213,TRUE,POINT (310426.23016881704 2652459.2134258924),14.70500257,7.493312359,2.001907179,513.6344924,500-1000公尺之間,中風險,Medium
2996,花蓮縣,花蓮縣吉安鄉,勝安村,慈惠三街118號,121.5867,23.9777,勝安宮,勝安村,1300,"水災,震災,土石流",田後隆,8528658,是,否,是,309702.7817,2652677.69,TRUE,POINT (309702.7816509806 2652677.6901718676),20.57943368,9.941205025,2.140214001,244.6678205,小於500公尺,高風險,High
2998,花蓮縣,花蓮縣吉安鄉,勝安村,慈惠三街136號,121.586,23.978,聖地慈惠堂,勝安村,700,"震災,土石流",劉幫政,8521334,是,否,是,309631.4096,2652710.619,TRUE,POINT (309631.409648486 2652710.6191330003),21.23123351,11.52906895,2.137108919,249.0769021,小於500公尺,高風險,High
2999,花蓮縣,花蓮縣花蓮市,民權里,公園路53號,121.6142,23.978,中正體育館,花蓮市各里,593,"水災,土石流",劉國華,03-8580686,是,否,否,312501.1165,2652722.834,TRUE,POINT (312501.11646667315 2652722.834125595),9.308028603,89.95054626,4.892918095,163.5809379,小於500公尺,極高風險,Very High
3000,花蓮縣,花蓮縣花蓮市,國風里,林政街7號,121.5954,23.9785,國風國中,國華、國風等里,800,"水災,土石流,海嘯",王錦懋,03-8323847,是,否,是,310587.7436,2652770.002,TRUE,POINT (310587.74361901823 2652770.0024400335),13.41998476,6.07615757,2.13032466,850.2950619,500-1000公尺之間,中風險,Medium
3004,花蓮縣,花蓮縣花蓮市,國風里,明義街107號,121.6029,23.979,明義國小,國華、國光、國威、國治、國魂、國安、國防、國聯、國盛、國風、民主、民治、民有、民族、民生、民權、主商、主勤、主計、主義、主工、主睦、主信等里,185,"水災,土石流,海嘯",郭文隆,03-8326686,是,否,是,311350.7237,2652828.622,TRUE,POINT (311350.72366278444 2652828.6215013145),7.879598984,5.381811142,1.688377828,466.8137089,小於500公尺,高風險,High
3021,花蓮縣,花蓮縣花蓮市,國威里,林森路252號,121.6068,23.9821,花蓮市公所,花蓮市各里,37,"水災,土石流,海嘯",彭莉萍,03-8322141,是,否,是,311746.1173,2653173.652,TRUE,POINT (311746.1173243366 2653173.652493013),6.63280041,18.34666443,1.649505047,146.5287205,小於500公尺,高風險,High
3023,花蓮縣,花蓮縣吉安鄉,慶豐村,慶北一街237號,121.5632,23.9825,慶豐活動中心,慶豐村,61,"震災,土石流,海嘯",鄭高富,8535375,是,否,是,307309.2372,2653199.54,TRUE,POINT (307309.23721932294 2653199.5399956475),43.06052658,8.793591499,3.054062658,395.9120129,小於500公尺,高風險,High
3025,花蓮縣,花蓮縣花蓮市,國魂里,建國路161號,121.599,23.9836,國立花蓮農業職業學校,國華、國光、國治、國威、國安、國防、國聯、國盛、國風、國魂等里,382,"水災,土石流,海嘯",賴世榮,03-8312313,是,否,是,310951.6875,2653336.384,TRUE,POINT (310951.68752803485 2653336.3841377515),10.88104592,6.07615757,1.786997761,897.4672227,500-1000公尺之間,中風險,Medium
3035,花蓮縣,花蓮縣花蓮市,國安里,中山路418號,121.6025,23.9865,花蓮高商,國安、國聯、國魂等里,266,"水災,震災,土石流,海嘯",邱志恆,03-8322532210,是,否,否,311306.4685,2653659.08,TRUE,POINT (311306.46848761535 2653659.0801548334),9.18182097,7.713634491,1.488162032,568.075146,500-1000公尺之間,中風險,Medium
3036,花蓮縣,花蓮縣吉安鄉,南華村,南華四街123號,121.5947,23.987,北昌活動中心,北昌村,83,"震災,土石流,海嘯",黃加成,8577346,是,否,是,310512.5384,2653711.085,TRUE,POINT (310512.53837737814 2653711.0845704824),14.76983731,6.07615757,2.142624744,1323.896069,1000公尺以上,低風險,Low
3047,花蓮縣,花蓮縣花蓮市,民勤里,新興路80號,121.6157,23.9887,南美崙營區,花蓮市各里,300,"水災,震災,土石流,海嘯",姜富川中校參謀官,03-8358100轉838413,是,否,否,312648.5844,2653908.538,TRUE,POINT (312648.58435625397 2653908.5379339955),53.24106197,35.21564484,17.33865583,641.4898498,500-1000公尺之間,高風險,High
3049,花蓮縣,花蓮縣吉安鄉,永安村,太昌路488號,121.5731,23.989,永安活動中心,永安村,156,"震災,土石流,海嘯",郭仁添,8566167,是,否,是,308313.7214,2653923.48,TRUE,POINT (308313.72140980465 2653923.479843969),39.78151965,5.121605873,3.563051562,720.3049498,500-1000公尺之間,中風險,Medium
3055,花蓮縣,花蓮縣花蓮市,國盛里,國盛二街22號,121.607,23.992,中華國小,國華、國光、國威、國治、國魂、國安、國防、國聯、國盛、國風等里,189,"水災,土石流,海嘯",鍾吳南,03-8324308,是,否,是,311761.7469,2654270.176,TRUE,POINT (311761.74687167053 2654270.1764648557),9.720102153,31.58583641,5.464536407,125.8672053,小於500公尺,極高風險,Very High
3061,花蓮縣,花蓮縣花蓮市,民政里,永興路20號,121.6255,23.9928,鑄強國小,民樂、民運、民政等里,293,"水災,震災,土石流,海嘯",葉克文,03-8223787,是,否,是,313643.7629,2654367.01,TRUE,POINT (313643.7628775192 2654367.010353024),31.57185202,9.583485603,5.076910716,958.2145361,500-1000公尺之間,中風險,Medium
3064,花蓮縣,花蓮縣吉安鄉,太昌村,太昌路488號,121.5639,23.9936,太昌活動中心,太昌村,80,"水災,震災,土石流",周明宗,8569236,是,否,是,307375.5493,2654429.156,TRUE,POINT (307375.54933881585 2654429.156286673),55.96683001,11.35189915,4.069248695,685.3096802,500-1000公尺之間,低風險,Low
3069,花蓮縣,花蓮縣花蓮市,國富里,中山路903號,121.5947,23.995,明廉國小,國裕、國富里,51,"水災,震災,土石流,海嘯",李玉祥,03-8569088,是,否,是,310508.7991,2654597.093,TRUE,POINT (310508.79908911 2654597.0928467764),16.95126597,6.249574184,2.092420318,1410.494682,1000公尺以上,低風險,Low
3074,花蓮縣,花蓮縣花蓮市,國興里,介仁街176號,121.5746,23.997,"慈濟大學附設國民中學,小學",國興、國福、國慶等里,344,"水災,震災,土石流,海嘯",蔡亮雄,03-8572823,是,否,是,308462.7388,2654810.108,TRUE,POINT (308462.7387664999 2654810.107735025),41.80284765,11.67935944,3.531497481,585.9349796,500-1000公尺之間,中風險,Medium
